country_code,year,feature_code,value
CAN,2011,SP.DYN.LE00.IN,81.4487804878049
CAN,2012,SP.DYN.LE00.IN,81.6487804878049
CAN,2013,SP.DYN.LE00.IN,81.7487804878049
CAN,2014,SP.DYN.LE00.IN,81.8
CAN,2015,SP.DYN.LE00.IN,81.9
CAN,2016,SP.DYN.LE00.IN,81.9
CAN,2017,SP.DYN.LE00.IN,81.9
CAN,2018,SP.DYN.LE00.IN,82.0487804878049
CAN,2019,SP.DYN.LE00.IN,82.0487804878049
CHN,1988,SP.DYN.LE00.IN,68.954
CHN,1989,SP.DYN.LE00.IN,69.054
CHN,1990,SP.DYN.LE00.IN,69.145
CHN,1991,SP.DYN.LE00.IN,69.242
CHN,1992,SP.DYN.LE00.IN,69.355
CHN,1993,SP.DYN.LE00.IN,69.496
CHN,1994,SP.DYN.LE00.IN,69.67
CHN,1995,SP.DYN.LE00.IN,69.885
CHN,1996,SP.DYN.LE00.IN,70.14
CHN,1997,SP.DYN.LE00.IN,70.428
CHN,1998,SP.DYN.LE00.IN,70.737
CHN,1999,SP.DYN.LE00.IN,71.063
CHN,2000,SP.DYN.LE00.IN,71.397
CHN,2001,SP.DYN.LE00.IN,71.732
CHN,2002,SP.DYN.LE00.IN,72.061
CHN,2003,SP.DYN.LE00.IN,72.381
CHN,2004,SP.DYN.LE00.IN,72.689
CHN,2005,SP.DYN.LE00.IN,72.985
CHN,2006,SP.DYN.LE00.IN,73.271
CHN,2007,SP.DYN.LE00.IN,73.553
CHN,2008,SP.DYN.LE00.IN,73.835
CHN,2009,SP.DYN.LE00.IN,74.119
CHN,2010,SP.DYN.LE00.IN,74.409
CHN,2011,SP.DYN.LE00.IN,74.708
CHN,2012,SP.DYN.LE00.IN,75.013
CHN,2013,SP.DYN.LE00.IN,75.321
CHN,2014,SP.DYN.LE00.IN,75.629
CHN,2015,SP.DYN.LE00.IN,75.928
CHN,2016,SP.DYN.LE00.IN,76.21
CHN,2017,SP.DYN.LE00.IN,76.47
CHN,2018,SP.DYN.LE00.IN,76.704
CHN,2019,SP.DYN.LE00.IN,76.912
DEU,1988,SP.DYN.LE00.IN,74.7924878048781
DEU,1989,SP.DYN.LE00.IN,75.0131463414634
DEU,1990,SP.DYN.LE00.IN,75.227756097561
DEU,1991,SP.DYN.LE00.IN,75.319512195122
DEU,1992,SP.DYN.LE00.IN,75.819512195122
DEU,1993,SP.DYN.LE00.IN,75.8707317073171
DEU,1994,SP.DYN.LE00.IN,76.2707317073171
DEU,1995,SP.DYN.LE00.IN,76.4219512195122
DEU,1996,SP.DYN.LE00.IN,76.6731707317073
DEU,1997,SP.DYN.LE00.IN,77.0731707317073
DEU,1998,SP.DYN.LE00.IN,77.4756097560976
DEU,1999,SP.DYN.LE00.IN,77.7268292682927
DEU,2000,SP.DYN.LE00.IN,77.9268292682927
DEU,2001,SP.DYN.LE00.IN,78.3292682926829
DEU,2002,SP.DYN.LE00.IN,78.2292682926829
DEU,2003,SP.DYN.LE00.IN,78.3804878048781
DEU,2004,SP.DYN.LE00.IN,78.6804878048781
DEU,2005,SP.DYN.LE00.IN,78.9317073170732
DEU,2006,SP.DYN.LE00.IN,79.1317073170732
DEU,2007,SP.DYN.LE00.IN,79.5341463414634
DEU,2008,SP.DYN.LE00.IN,79.7365853658537
DEU,2009,SP.DYN.LE00.IN,79.8365853658537
DEU,2010,SP.DYN.LE00.IN,79.9878048780488
DEU,2011,SP.DYN.LE00.IN,80.4365853658537
DEU,2012,SP.DYN.LE00.IN,80.5390243902439
DEU,2013,SP.DYN.LE00.IN,80.490243902439
DEU,2014,SP.DYN.LE00.IN,81.090243902439
DEU,2015,SP.DYN.LE00.IN,80.6414634146341
DEU,2016,SP.DYN.LE00.IN,80.990243902439
DEU,2017,SP.DYN.LE00.IN,80.9926829268293
DEU,2018,SP.DYN.LE00.IN,80.8926829268293
DEU,2019,SP.DYN.LE00.IN,80.9414634146342
EUU,1988,SP.DYN.LE00.IN,74.4684855280488
EUU,1989,SP.DYN.LE00.IN,74.6294277813831
EUU,1990,SP.DYN.LE00.IN,74.7306625049943
EUU,1991,SP.DYN.LE00.IN,74.8169001469363
EUU,1992,SP.DYN.LE00.IN,75.1318432116334
EUU,1993,SP.DYN.LE00.IN,75.2612216584668
EUU,1994,SP.DYN.LE00.IN,75.5291036158313
EUU,1995,SP.DYN.LE00.IN,75.6768684347217
EUU,1996,SP.DYN.LE00.IN,75.9279686713697
EUU,1997,SP.DYN.LE00.IN,76.2455191472496
EUU,1998,SP.DYN.LE00.IN,76.5145171639727
EUU,1999,SP.DYN.LE00.IN,76.7485819427703
EUU,2000,SP.DYN.LE00.IN,77.0784477991605
EUU,2001,SP.DYN.LE00.IN,77.4254833773953
EUU,2002,SP.DYN.LE00.IN,77.5327215413442
EUU,2003,SP.DYN.LE00.IN,77.5906619590104
EUU,2004,SP.DYN.LE00.IN,78.1157575976712
EUU,2005,SP.DYN.LE00.IN,78.272641141779
EUU,2006,SP.DYN.LE00.IN,78.6689232474368
EUU,2007,SP.DYN.LE00.IN,78.9020360375354
EUU,2008,SP.DYN.LE00.IN,79.125498846821
EUU,2009,SP.DYN.LE00.IN,79.3572283106471
EUU,2010,SP.DYN.LE00.IN,79.6294260462919
EUU,2011,SP.DYN.LE00.IN,80.137772913297
EUU,2012,SP.DYN.LE00.IN,80.156888172745
EUU,2013,SP.DYN.LE00.IN,80.4637409249241
EUU,2014,SP.DYN.LE00.IN,80.8704475592144
EUU,2015,SP.DYN.LE00.IN,80.5668071415957
EUU,2016,SP.DYN.LE00.IN,80.9498646420543
EUU,2017,SP.DYN.LE00.IN,80.9308386443383
EUU,2018,SP.DYN.LE00.IN,81.0349054643915
EUU,2019,SP.DYN.LE00.IN,81.0638468173313
FRA,1988,SP.DYN.LE00.IN,76.1
FRA,1989,SP.DYN.LE00.IN,76.3487804878049
FRA,1990,SP.DYN.LE00.IN,76.6
FRA,1991,SP.DYN.LE00.IN,76.8487804878049
FRA,1992,SP.DYN.LE00.IN,77.1
FRA,1993,SP.DYN.LE00.IN,77.3
FRA,1994,SP.DYN.LE00.IN,77.6487804878049
FRA,1995,SP.DYN.LE00.IN,77.7512195121951
FRA,1996,SP.DYN.LE00.IN,77.9536585365854
FRA,1997,SP.DYN.LE00.IN,78.3048780487805
FRA,1998,SP.DYN.LE00.IN,78.6048780487805
FRA,1999,SP.DYN.LE00.IN,78.7560975609756
FRA,2000,SP.DYN.LE00.IN,79.0560975609756
FRA,2001,SP.DYN.LE00.IN,79.1585365853659
FRA,2002,SP.DYN.LE00.IN,79.2609756097561
FRA,2003,SP.DYN.LE00.IN,79.1146341463415
FRA,2004,SP.DYN.LE00.IN,80.1634146341463
FRA,2005,SP.DYN.LE00.IN,80.1634146341463
FRA,2006,SP.DYN.LE00.IN,80.8121951219512
FRA,2007,SP.DYN.LE00.IN,81.1121951219512
FRA,2008,SP.DYN.LE00.IN,81.2146341463415
FRA,2009,SP.DYN.LE00.IN,81.4146341463415
FRA,2010,SP.DYN.LE00.IN,81.6634146341463
FRA,2011,SP.DYN.LE00.IN,82.1146341463415
FRA,2012,SP.DYN.LE00.IN,81.9682926829268
FRA,2013,SP.DYN.LE00.IN,82.219512195122
FRA,2014,SP.DYN.LE00.IN,82.719512195122
FRA,2015,SP.DYN.LE00.IN,82.3219512195122
FRA,2016,SP.DYN.LE00.IN,82.5731707317073
FRA,2017,SP.DYN.LE00.IN,82.5756097560976
FRA,2018,SP.DYN.LE00.IN,82.7243902439024
FRA,2019,SP.DYN.LE00.IN,82.5780487804878
GBR,1988,SP.DYN.LE00.IN,75.3804878048781
GBR,1989,SP.DYN.LE00.IN,75.5829268292683
GBR,1990,SP.DYN.LE00.IN,75.8804878048781
GBR,1991,SP.DYN.LE00.IN,76.0829268292683
GBR,1992,SP.DYN.LE00.IN,76.4341463414634
GBR,1993,SP.DYN.LE00.IN,76.3853658536585
GBR,1994,SP.DYN.LE00.IN,76.8853658536585
GBR,1995,SP.DYN.LE00.IN,76.8365853658537
GBR,1996,SP.DYN.LE00.IN,77.0878048780488
GBR,1997,SP.DYN.LE00.IN,77.2109756097561
GBR,1998,SP.DYN.LE00.IN,77.190243902439
GBR,1999,SP.DYN.LE00.IN,77.390243902439
GBR,2000,SP.DYN.LE00.IN,77.7414634146342
GBR,2001,SP.DYN.LE00.IN,77.9926829268293
GBR,2002,SP.DYN.LE00.IN,78.1439024390244
GBR,2003,SP.DYN.LE00.IN,78.4463414634146
GBR,2004,SP.DYN.LE00.IN,78.7463414634146
GBR,2005,SP.DYN.LE00.IN,79.0487804878049
GBR,2006,SP.DYN.LE00.IN,79.2487804878049
GBR,2007,SP.DYN.LE00.IN,79.4487804878049
GBR,2008,SP.DYN.LE00.IN,79.6
GBR,2009,SP.DYN.LE00.IN,80.0512195121951
GBR,2010,SP.DYN.LE00.IN,80.4024390243902
GBR,2011,SP.DYN.LE00.IN,80.9512195121951
GBR,2012,SP.DYN.LE00.IN,80.9048780487805
GBR,2013,SP.DYN.LE00.IN,81.0048780487805
GBR,2014,SP.DYN.LE00.IN,81.3048780487805
GBR,2015,SP.DYN.LE00.IN,80.9560975609756
GBR,2016,SP.DYN.LE00.IN,81.1560975609756
GBR,2017,SP.DYN.LE00.IN,81.2560975609756
GBR,2018,SP.DYN.LE00.IN,81.2560975609756
GBR,2019,SP.DYN.LE00.IN,81.2048780487805
IDN,1988,SP.DYN.LE00.IN,61.512
IDN,1989,SP.DYN.LE00.IN,61.915
IDN,1990,SP.DYN.LE00.IN,62.32
IDN,1991,SP.DYN.LE00.IN,62.727
IDN,1992,SP.DYN.LE00.IN,63.131
IDN,1993,SP.DYN.LE00.IN,63.529
IDN,1994,SP.DYN.LE00.IN,63.919
IDN,1995,SP.DYN.LE00.IN,64.291
IDN,1996,SP.DYN.LE00.IN,64.637
IDN,1997,SP.DYN.LE00.IN,64.954
IDN,1998,SP.DYN.LE00.IN,65.244
IDN,1999,SP.DYN.LE00.IN,65.513
IDN,2000,SP.DYN.LE00.IN,65.772
IDN,2001,SP.DYN.LE00.IN,66.037
IDN,2002,SP.DYN.LE00.IN,66.321
IDN,2003,SP.DYN.LE00.IN,66.631
IDN,2004,SP.DYN.LE00.IN,66.969
IDN,2005,SP.DYN.LE00.IN,67.334
IDN,2006,SP.DYN.LE00.IN,67.717
IDN,2007,SP.DYN.LE00.IN,68.105
IDN,2008,SP.DYN.LE00.IN,68.485
IDN,2009,SP.DYN.LE00.IN,68.853
IDN,2010,SP.DYN.LE00.IN,69.205
IDN,2011,SP.DYN.LE00.IN,69.542
IDN,2012,SP.DYN.LE00.IN,69.866
IDN,2013,SP.DYN.LE00.IN,70.179
IDN,2014,SP.DYN.LE00.IN,70.481
IDN,2015,SP.DYN.LE00.IN,70.768
IDN,2016,SP.DYN.LE00.IN,71.035
IDN,2017,SP.DYN.LE00.IN,71.282
IDN,2018,SP.DYN.LE00.IN,71.509
IDN,2019,SP.DYN.LE00.IN,71.716
IND,1988,SP.DYN.LE00.IN,56.963
IND,1989,SP.DYN.LE00.IN,57.4
IND,1990,SP.DYN.LE00.IN,57.865
IND,1991,SP.DYN.LE00.IN,58.353
IND,1992,SP.DYN.LE00.IN,58.851
IND,1993,SP.DYN.LE00.IN,59.349
IND,1994,SP.DYN.LE00.IN,59.84
IND,1995,SP.DYN.LE00.IN,60.32
IND,1996,SP.DYN.LE00.IN,60.783
IND,1997,SP.DYN.LE00.IN,61.233
IND,1998,SP.DYN.LE00.IN,61.669
IND,1999,SP.DYN.LE00.IN,62.093
IND,2000,SP.DYN.LE00.IN,62.505
IND,2001,SP.DYN.LE00.IN,62.907
IND,2002,SP.DYN.LE00.IN,63.304
IND,2003,SP.DYN.LE00.IN,63.699
IND,2004,SP.DYN.LE00.IN,64.095
IND,2005,SP.DYN.LE00.IN,64.5
IND,2006,SP.DYN.LE00.IN,64.918
IND,2007,SP.DYN.LE00.IN,65.35
IND,2008,SP.DYN.LE00.IN,65.794
IND,2009,SP.DYN.LE00.IN,66.244
IND,2010,SP.DYN.LE00.IN,66.693
IND,2011,SP.DYN.LE00.IN,67.13
IND,2012,SP.DYN.LE00.IN,67.545
IND,2013,SP.DYN.LE00.IN,67.931
IND,2014,SP.DYN.LE00.IN,68.286
IND,2015,SP.DYN.LE00.IN,68.607
IND,2016,SP.DYN.LE00.IN,68.897
IND,2017,SP.DYN.LE00.IN,69.165
IND,2018,SP.DYN.LE00.IN,69.416
IND,2019,SP.DYN.LE00.IN,69.656
ITA,1988,SP.DYN.LE00.IN,76.3707317073171
ITA,1989,SP.DYN.LE00.IN,76.819512195122
ITA,1990,SP.DYN.LE00.IN,76.9707317073171
ITA,1991,SP.DYN.LE00.IN,77.0195121951219
ITA,1992,SP.DYN.LE00.IN,77.419512195122
ITA,1993,SP.DYN.LE00.IN,77.7219512195122
ITA,1994,SP.DYN.LE00.IN,77.9219512195122
ITA,1995,SP.DYN.LE00.IN,78.1707317073171
ITA,1996,SP.DYN.LE00.IN,78.5219512195122
ITA,1997,SP.DYN.LE00.IN,78.8243902439024
ITA,1998,SP.DYN.LE00.IN,78.9756097560976
ITA,1999,SP.DYN.LE00.IN,79.4243902439024
ITA,2000,SP.DYN.LE00.IN,79.7780487804878
ITA,2001,SP.DYN.LE00.IN,80.1268292682927
ITA,2002,SP.DYN.LE00.IN,80.2292682926829
ITA,2003,SP.DYN.LE00.IN,79.9829268292683
ITA,2004,SP.DYN.LE00.IN,80.7804878048781
ITA,2005,SP.DYN.LE00.IN,80.7829268292683
ITA,2006,SP.DYN.LE00.IN,81.2829268292683
ITA,2007,SP.DYN.LE00.IN,81.4341463414634
ITA,2008,SP.DYN.LE00.IN,81.4853658536585
ITA,2009,SP.DYN.LE00.IN,81.6365853658537
ITA,2010,SP.DYN.LE00.IN,82.0365853658537
ITA,2011,SP.DYN.LE00.IN,82.1878048780488
ITA,2012,SP.DYN.LE00.IN,82.2390243902439
ITA,2013,SP.DYN.LE00.IN,82.690243902439
ITA,2014,SP.DYN.LE00.IN,83.090243902439
ITA,2015,SP.DYN.LE00.IN,82.5439024390244
ITA,2016,SP.DYN.LE00.IN,83.2439024390244
ITA,2017,SP.DYN.LE00.IN,82.9463414634147
ITA,2018,SP.DYN.LE00.IN,83.3463414634146
ITA,2019,SP.DYN.LE00.IN,83.1975609756098
JPN,1988,SP.DYN.LE00.IN,78.3992682926829
JPN,1989,SP.DYN.LE00.IN,78.8180487804878
JPN,1990,SP.DYN.LE00.IN,78.8368292682927
JPN,1991,SP.DYN.LE00.IN,79.1007317073171
JPN,1992,SP.DYN.LE00.IN,79.1539024390244
JPN,1993,SP.DYN.LE00.IN,79.2936585365854
JPN,1994,SP.DYN.LE00.IN,79.6870731707317
JPN,1995,SP.DYN.LE00.IN,79.5363414634147
JPN,1996,SP.DYN.LE00.IN,80.200243902439
JPN,1997,SP.DYN.LE00.IN,80.4241463414634
JPN,1998,SP.DYN.LE00.IN,80.5014634146342
JPN,1999,SP.DYN.LE00.IN,80.5707317073171
JPN,2000,SP.DYN.LE00.IN,81.0760975609756
JPN,2001,SP.DYN.LE00.IN,81.4170731707317
JPN,2002,SP.DYN.LE00.IN,81.5634146341463
JPN,2003,SP.DYN.LE00.IN,81.76
JPN,2004,SP.DYN.LE00.IN,82.030243902439
JPN,2005,SP.DYN.LE00.IN,81.9251219512195
JPN,2006,SP.DYN.LE00.IN,82.3219512195122
JPN,2007,SP.DYN.LE00.IN,82.5070731707317
JPN,2008,SP.DYN.LE00.IN,82.5875609756098
JPN,2009,SP.DYN.LE00.IN,82.9314634146342
JPN,2010,SP.DYN.LE00.IN,82.8426829268293
JPN,2011,SP.DYN.LE00.IN,82.5912195121951
JPN,2012,SP.DYN.LE00.IN,83.0960975609756
JPN,2013,SP.DYN.LE00.IN,83.3319512195122
JPN,2014,SP.DYN.LE00.IN,83.5878048780488
JPN,2015,SP.DYN.LE00.IN,83.7939024390244
JPN,2016,SP.DYN.LE00.IN,83.9848780487805
JPN,2017,SP.DYN.LE00.IN,84.099756097561
JPN,2018,SP.DYN.LE00.IN,84.2109756097561
JPN,2019,SP.DYN.LE00.IN,84.3563414634146
KOR,1988,SP.DYN.LE00.IN,70.5487804878049
KOR,1989,SP.DYN.LE00.IN,71.0487804878049
KOR,1990,SP.DYN.LE00.IN,71.5975609756098
KOR,1991,SP.DYN.LE00.IN,72.0463414634146
KOR,1992,SP.DYN.LE00.IN,72.4975609756098
KOR,1993,SP.DYN.LE00.IN,72.9975609756098
KOR,1994,SP.DYN.LE00.IN,73.3975609756098
KOR,1995,SP.DYN.LE00.IN,73.7
KOR,1996,SP.DYN.LE00.IN,74.1512195121951
KOR,1997,SP.DYN.LE00.IN,74.6024390243903
KOR,1998,SP.DYN.LE00.IN,75.0048780487805
KOR,1999,SP.DYN.LE00.IN,75.409756097561
KOR,2000,SP.DYN.LE00.IN,75.909756097561
KOR,2001,SP.DYN.LE00.IN,76.4121951219512
KOR,2002,SP.DYN.LE00.IN,76.7658536585366
KOR,2003,SP.DYN.LE00.IN,77.2146341463415
KOR,2004,SP.DYN.LE00.IN,77.6658536585366
KOR,2005,SP.DYN.LE00.IN,78.1682926829268
KOR,2006,SP.DYN.LE00.IN,78.6682926829268
KOR,2007,SP.DYN.LE00.IN,79.119512195122
KOR,2008,SP.DYN.LE00.IN,79.5170731707317
KOR,2009,SP.DYN.LE00.IN,79.9682926829268
KOR,2010,SP.DYN.LE00.IN,80.1170731707317
KOR,2011,SP.DYN.LE00.IN,80.5682926829269
KOR,2012,SP.DYN.LE00.IN,80.819512195122
KOR,2013,SP.DYN.LE00.IN,81.2707317073171
KOR,2014,SP.DYN.LE00.IN,81.7219512195122
KOR,2015,SP.DYN.LE00.IN,82.0243902439024
KOR,2016,SP.DYN.LE00.IN,82.2756097560976
KOR,2017,SP.DYN.LE00.IN,82.6268292682927
KOR,2018,SP.DYN.LE00.IN,82.6268292682927
KOR,2019,SP.DYN.LE00.IN,83.2268292682927
MEX,1988,SP.DYN.LE00.IN,70.062
MEX,1989,SP.DYN.LE00.IN,70.469
MEX,1990,SP.DYN.LE00.IN,70.866
MEX,1991,SP.DYN.LE00.IN,71.248
MEX,1992,SP.DYN.LE00.IN,71.61
MEX,1993,SP.DYN.LE00.IN,71.953
MEX,1994,SP.DYN.LE00.IN,72.279
MEX,1995,SP.DYN.LE00.IN,72.598
MEX,1996,SP.DYN.LE00.IN,72.925
MEX,1997,SP.DYN.LE00.IN,73.268
MEX,1998,SP.DYN.LE00.IN,73.625
MEX,1999,SP.DYN.LE00.IN,73.988
MEX,2000,SP.DYN.LE00.IN,74.34
MEX,2001,SP.DYN.LE00.IN,74.658
MEX,2002,SP.DYN.LE00.IN,74.922
MEX,2003,SP.DYN.LE00.IN,75.118
MEX,2004,SP.DYN.LE00.IN,75.243
MEX,2005,SP.DYN.LE00.IN,75.3
MEX,2006,SP.DYN.LE00.IN,75.296
MEX,2007,SP.DYN.LE00.IN,75.255
MEX,2008,SP.DYN.LE00.IN,75.194
MEX,2009,SP.DYN.LE00.IN,75.128
MEX,2010,SP.DYN.LE00.IN,75.065
MEX,2011,SP.DYN.LE00.IN,75.011
MEX,2012,SP.DYN.LE00.IN,74.966
MEX,2013,SP.DYN.LE00.IN,74.93
MEX,2014,SP.DYN.LE00.IN,74.908
MEX,2015,SP.DYN.LE00.IN,74.904
MEX,2016,SP.DYN.LE00.IN,74.917
MEX,2017,SP.DYN.LE00.IN,74.947
MEX,2018,SP.DYN.LE00.IN,74.992
MEX,2019,SP.DYN.LE00.IN,75.054
RUS,1988,SP.DYN.LE00.IN,69.4643902439024
RUS,1989,SP.DYN.LE00.IN,69.1717073170732
RUS,1990,SP.DYN.LE00.IN,68.8860975609756
RUS,1991,SP.DYN.LE00.IN,68.4743902439024
RUS,1992,SP.DYN.LE00.IN,66.8731707317073
RUS,1993,SP.DYN.LE00.IN,64.9358536585366
RUS,1994,SP.DYN.LE00.IN,64.4670731707317
RUS,1995,SP.DYN.LE00.IN,64.6907317073171
RUS,1996,SP.DYN.LE00.IN,65.8541463414634
RUS,1997,SP.DYN.LE00.IN,66.6987804878049
RUS,1998,SP.DYN.LE00.IN,67.029756097561
RUS,1999,SP.DYN.LE00.IN,65.9821951219512
RUS,2000,SP.DYN.LE00.IN,65.4836585365854
RUS,2001,SP.DYN.LE00.IN,65.3834146341463
RUS,2002,SP.DYN.LE00.IN,65.1287804878049
RUS,2003,SP.DYN.LE00.IN,65.0275609756098
RUS,2004,SP.DYN.LE00.IN,65.4709756097561
RUS,2005,SP.DYN.LE00.IN,65.529756097561
RUS,2006,SP.DYN.LE00.IN,66.7275609756098
RUS,2007,SP.DYN.LE00.IN,67.5868292682927
RUS,2008,SP.DYN.LE00.IN,67.9492682926829
RUS,2009,SP.DYN.LE00.IN,68.6846341463415
RUS,2010,SP.DYN.LE00.IN,68.8412195121951
RUS,2011,SP.DYN.LE00.IN,69.6839024390244
RUS,2012,SP.DYN.LE00.IN,70.0721951219512
RUS,2013,SP.DYN.LE00.IN,70.5787804878049
RUS,2014,SP.DYN.LE00.IN,70.7436585365854
RUS,2015,SP.DYN.LE00.IN,71.1834146341463
RUS,2016,SP.DYN.LE00.IN,71.6512195121951
RUS,2017,SP.DYN.LE00.IN,72.4514634146342
RUS,2018,SP.DYN.LE00.IN,72.6621951219512
RUS,2019,SP.DYN.LE00.IN,73.0839024390244
